품목명,평균가격,최고가격,최저가격,품목코드,등급,일자
배 신고_7.5,9554.347826086956,11221.739130434782,7978.260869565217,6.0201e+16,중,200410
배 원황_15.0,11833.333333333334,14444.444444444445,9222.222222222223,6.0221e+16,중,200410
배 원황_7.5,11166.666666666666,11777.777777777777,10555.555555555555,6.0221e+16,중,200410
배 신고_15.0,11111.25925925926,15037.037037037036,7074.074074074074,6.0201e+16,하,200410
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200410
배 신고_7.5,6779.347826086957,7978.260869565217,5565.217391304348,6.0201e+16,하,200410
배 원황_15.0,8277.777777777777,9222.222222222223,7333.333333333333,6.0221e+16,하,200410
배 원황_7.5,9055.555555555555,10555.555555555555,7555.555555555556,6.0221e+16,하,200410
배 신고_15.0,40057.692307692305,46038.46153846154,34076.92307692308,6.0201e+16,특,200411
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200411
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200411
배 신고_15.0,28713.884615384617,33923.07692307692,23461.53846153846,6.0201e+16,상,200411
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200411
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200411
배 신고_15.0,19795.23076923077,23461.53846153846,16115.384615384615,6.0201e+16,중,200411
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200411
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200411
배 신고_15.0,10790.192307692309,16076.923076923076,5461.538461538462,6.0201e+16,하,200411
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200411
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200411
배 신고_15.0,43222.22222222222,51444.444444444445,35000.0,6.0201e+16,특,200412
배 신고_15.0,29629.62962962963,34851.851851851854,24407.40740740741,6.0201e+16,상,200412
배 신고_15.0,20518.51851851852,24370.37037037037,16666.666666666668,6.0201e+16,중,200412
배 신고_15.0,10833.333333333334,16666.666666666668,5000.0,6.0201e+16,하,200412
